Taxon	UniProt proteome ID	NCBI taxon ID	Total sequences in proteome
Candidatus Syntrophosphaera thermopropionivorans	UP000294588	2593015	1369
Mesorhizobium microcysteis	UP000323258	2682781	4601
Bacillus sp. FJAT-27264	UP000092657	1850362	5758
Reinekea thalattae	UP000321764	2593301	2651
Firmicutes bacterium CAG:466	UP000018338	1263025	2676
Wenyingzhuangia fucanilytica	UP000092967	1790137	2747
Pelomicrobium methylotrophicum	UP000321201	2602750	3202
Sulfurimonas hongkongensis	UP000015520	1172190	2290
Mesoplasma syrphidae	UP000233419	225999	740
Roseovarius halotolerans	UP000193207	505353	3635
Candidatus Termititenax aidoneus	UP000269352	2218524	2306
Erysipelothrix inopinata	UP000515928	225084	2015
Pseudoxanthomonas sp. Root65	UP000051430	1736576	3422
Anseongella ginsenosidimutans	UP000295807	496056	3575
Terrimonas sp. NS-102	UP000244333	2171976	5019
Marinobacterium georgiense DSM 11526	UP000242469	1122198	3706
Sphingomonas crocodyli	UP000282971	1979270	4579
Psychromonas sp. psych-6C06	UP000233619	2058089	3200
Sulfitobacter sp. SK011	UP000253968	1389004	4006
Paraburkholderia panacisoli	UP000325273	2603818	9325
Beijerinckiaceae bacterium	UP000236108	1978229	3557
Bacteroides sp. CAG:462	UP000018063	1262740	2834
Flavobacterium sp. CC-CTC003	UP000307507	2565924	3402
Desulfonatronum thiosulfatophilum	UP000198771	617002	3184
Thermomonas fusca	UP000308508	215690	2622
Knoellia sinensis KCTC 19936	UP000030002	1385520	3804
Streptomyces griseostramineus	UP000579523	66898	7804
Halomonas sp. GFAJ-1	UP000004512	1118153	3264
bacterium 1XD8-76	UP000272966	2320115	3768
Defluviicoccus sp.	UP000509596	2682137	3564
Microlunatus sp. Gsoil 973	UP000425099	2672569	4311
Legionella tucsonensis	UP000054693	40335	2936
Dictyobacter vulcani	UP000326912	2607529	6350
Pedobacter cryoconitis	UP000071561	188932	4911
Desulfuromusa kysingii	UP000199409	37625	3339
Hymenobacter daecheongensis DSM 21074	UP000184418	1121955	3657
Salinispora tropica CNB-440	UP000000235	369723	4522
Streptomyces sp. A0642	UP000310616	2563100	6934
Limosilactobacillus antri DSM 16041	UP000003675	525309	2224
Thermobifida halotolerans	UP000265719	483545	4067
Actinomyces sp. oral taxon 448 str. F0400	UP000005351	888056	2518
Caloramator mitchellensis	UP000052015	908809	2400
Dialister invisus CAG:218	UP000017966	1263072	1693
Mycobacterium sp. YC-RL4	UP000077143	1682113	5584
Massilia armeniaca	UP000240505	2072590	5145
Anaerotruncus sp. G3(2012)	UP000014129	1235835	3406
Planctomycetes bacterium CA13	UP000315010	2527986	7247
Thalassococcus profundi	UP000253977	2282382	4371
Vagococcus salmoninarum	UP000287239	2739	2859
Sphingomonas chungangi	UP000570166	2683589	4222
Beijerinckia sp. 28-YEA-48	UP000199261	1882748	5975
Fusibacter sp. 3D3	UP000095197	1048380	4633
Candidatus Magnetobacterium bavaricum	UP000033423	29290	6447
Paludisphaera borealis	UP000186309	1387353	5693
Candidatus Marinamargulisbacteria bacterium SCGC AG-333-B06	UP000249350	2184342	544
Poseidonibacter parvus	UP000186074	1850254	2691
Rhodococcus sp. WMMA185	UP000178767	679318	3688
Polaribacter aquimarinus	UP000245670	2100726	2936
Arenimonas oryziterrae DSM 21050 = YC6267	UP000029385	1121015	2897
Tepidibacillus decaturensis	UP000070352	1413211	2599
Haloactinopolyspora alba	UP000243528	648780	5159
Lachnoclostridium sp. An76	UP000199802	1965654	2953
SAR202 cluster bacterium AD-802-K11_MRT_200m	UP000327261	2587838	855
Edaphobacter sp. 12200R-103	UP000477884	2703788	3688
Psychrobacter sp. KH172YL61	UP000317823	2517899	4106
Trinickia symbiotica	UP000235777	863227	5982
Candidatus Tokpelaia sp. JSC189	UP000253650	2079010	1271
Ralstonia solanacearum GMI1000	UP000001436	267608	5002
Ensifer sp. LCM 4579	UP000180026	1848292	5430
Clostridium autoethanogenum DSM 10061	UP000017590	1341692	4013
Mycoplasma penetrans HF-2	UP000002522	272633	1028
Acidobacterium capsulatum ATCC 51196	UP000002207	240015	3363
Flavisolibacter ginsengisoli DSM 18119	UP000184048	1121884	4178
Xanthobacter sp. SG618	UP000549908	2587121	4800
Candidatus Rhodoluna planktonica	UP000243784	535712	1327
Sphingomonas sp. Leaf412	UP000051178	1736370	3084
Variovorax sp. DXTD-1	UP000273314	2495592	4844
Ramlibacter sp. 18x22-1	UP000297839	2530451	4139
Dinghuibacter silviterrae	UP000294498	1539049	5399
Flavobacterium sp. 9AF	UP000437116	2653142	3815
Pedobacter sp. PACM 27299	UP000062859	1727164	4966
Salipaludibacillus aurantiacus	UP000198571	1601833	4227
Pedobacter nyackensis	UP000192678	475255	4961
Maritalea myrionectae	UP000258927	454601	3695
Dictyobacter arantiisoli	UP000322530	2014874	5628
Erythrobacter sp. HI00D59	UP000077319	1822215	3091
Brenneria salicis ATCC 15712 = DSM 30166	UP000253046	714314	3611
Megasphaera elsdenii DSM 20460	UP000010111	1064535	2194
Lentibacillus cibarius	UP000319280	2583219	3079
Xanthomonadaceae bacterium NML91-0213	UP000229012	2032582	2879
Paenibacillus polymyxa SC2	UP000006868	886882	5377
Microbacterium humi	UP000199183	640635	3206
Ruegeria denitrificans	UP000051260	1715692	4541
Erwinia sp. Leaf53	UP000050856	1736225	4431
Pleurocapsa sp. PCC 7327	UP000010382	118163	4255
Nocardia asteroides NBRC 15531	UP000017048	1110697	6459
Cryomorpha ignava	UP000486602	101383	4047
Campylobacter ureolyticus ACS-301-V-Sch3b	UP000014539	883165	1686
Nostoc sp. 'Peltigera malacea cyanobiont' DB3992	UP000223928	1206980	6320
Peptococcaceae bacterium CEB3	UP000035957	999898	5055
Mesorhizobium sp. 8	UP000312852	2584466	4486
Leminorella grimontii ATCC 33999 = DSM 5078	UP000028624	1005999	3756
Ideonella sp. TBM-1	UP000484255	2707176	4542
Mesobacillus campisalis	UP000034166	1408103	4713
Streptomyces cacaoi	UP000319210	1898	6946
Streptomyces sp. CB01249	UP000186839	1703929	6533
Arcobacter caeni	UP000251135	1912877	2336
Mycobacterium botniense	UP000465361	84962	4042
Krasilnikoviella flava	UP000189777	526729	4296
Firmicutes bacterium CAG:212	UP000018345	1263009	2078
Streptomyces sp. WMMB 714	UP000182206	1286822	5562
Oceanisphaera avium	UP000243793	1903694	2484
Corynebacterium frankenforstense DSM 45800	UP000185434	1437875	1801
Clostridium sp. SY8519	UP000008937	1042156	2601
Ralstonia sp. A12	UP000030970	1217052	5224
Neisseria meningitidis MC58	UP000000425	122586	2001
Yoonia litorea	UP000198926	1123755	3293
Sulfitobacter undariae	UP000530268	1563671	3797
Arsenophonus endosymbiont of Aleurodicus floccissimus	UP000266575	2152761	1780
Simplicispira metamorpha	UP000295182	80881	3355
Clostridium tetani E88	UP000001412	212717	2415
Geosporobacter subterraneus DSM 17957	UP000184536	1121919	3760
Paraglaciecola psychrophila 170	UP000011864	1129794	5601
Lachnospiraceae bacterium RM5	UP000199252	1200721	1991
Anaeromicrobium sediminis	UP000216024	1478221	4258
Ruminococcaceae bacterium FB2012	UP000199364	1520817	3207
Psychromonas ingrahamii 37	UP000000639	357804	3530
Clostridium sp. SM-530-WT-3G	UP000545014	2725303	2897
Jeotgalicoccus pinnipedialis	UP000588186	110845	1563
Rubrivirga sp. SAORIC476	UP000216627	1961794	3744
Arsenicibacter rosenii	UP000181790	1750698	5902
Cytophagales bacterium TFI 002	UP000217493	1945892	4431
Filibacter tadaridae	UP000270468	2483811	3039
Algisphaera agarilytica	UP000541810	1385975	3555
Mycolicibacterium phlei DSM 43239 = CCUG 21000	UP000325690	1226750	5022
Cryobacterium sp. Hh4	UP000298313	1259157	3130
Firmicutes bacterium CAG:145	UP000018044	1263005	1960
Methylomonas lenta	UP000078476	980561	4162
Bacillus piezotolerans	UP000257144	2259171	4395
Clostridium sp. CAG:352	UP000018340	1262798	2097
Prevotella marshii DSM 16973 = JCM 13450	UP000004394	862515	2334
Spiroplasma sp. TIUS-1	UP000464855	216963	698
Weissella diestrammenae	UP000515800	1162633	1511
Nocardiopsis sp. NRRL B-16309	UP000037694	1519494	5253
Simiduia agarivorans SA1 = DSM 21679	UP000000466	1117647	3812
Marmoricola mangrovicus	UP000281708	2478913	3882
Erwinia iniecta	UP000037088	1560201	4072
Chromohalobacter japonicus	UP000186806	223900	3457
Curtobacterium sp. Leaf261	UP000050821	1736311	3343
Aquamicrobium aerolatum DSM 21857	UP000242763	1121003	3495
Streptomyces sp. AgN23	UP000497861	1188315	8588
Candidatus Pelagibacter ubique HTCC1062	UP000002528	335992	1354
Mycolicibacterium smegmatis MC2 155	UP000000757	246196	6602
Ameyamaea chiangmaiensis	UP000585665	442969	3325
Nocardioides sp. GY 10127	UP000308193	2569762	3765
SAR202 cluster bacterium AD-802-E10_MRT_200m	UP000327239	2587840	589
Betaproteobacteria bacterium	UP000437529	1891241	5913
Clostridium estertheticum subsp. estertheticum	UP000182569	1552	4203
Thermoanaerobacter pseudethanolicus ATCC 33223	UP000002156	340099	2193
Luteitalea sp.	UP000441471	2004800	5191
Nonlabens tegetincola	UP000029221	323273	2951
Streptomyces sp. CdTB01	UP000068029	1725411	8721
Clostridium colicanis DSM 13634	UP000075374	1121305	2406
Chitinophagaceae bacterium IBVUCB1	UP000194327	1985173	3055
Streptomyces sp. TM32	UP000290207	1652669	5851
Liquorilactobacillus vini DSM 20605	UP000051576	1133569	2108
Prevotella sp. CAG:755	UP000018353	1262935	1936
Mangrovibacterium marinum	UP000243525	1639118	3633
Desulfovibrio psychrotolerans	UP000503820	415242	3341
Collinsella sp. An2	UP000195399	1965585	2074
Pseudidiomarina planktonica	UP000194450	1323738	2385
Desulfovibrio mexicanus	UP000198324	147047	3215
Microbacterium immunditiarum	UP000576969	337480	3617
Enterococcus ratti	UP000182152	150033	2411
Streptomyces alkaliterrae	UP000320857	2213162	5331
Paracoccus contaminans	UP000193017	1945662	2745
Sphingobium sp. EP60837	UP000078304	1855519	4048
Aestuariirhabdus litorea	UP000280792	2528527	3340
Ensifer sp. MPMI2T	UP000305685	2490847	6911
Mycolicibacterium chubuense NBB4	UP000006057	710421	5779
filamentous cyanobacterium CCP2	UP000239512	2107700	6213
Mycobacterium sp. MOTT36Y	UP000002868	1168287	5100
Azospirillum griseum	UP000277007	2496639	5160
Gracilibacillus kekensis	UP000184184	1027249	3690
Neorhizobium sp. SOG26	UP000263748	2060726	4290
Butyrivibrio hungatei	UP000179284	185008	3003
Candidatus Desulforudis audaxviator MP104C	UP000008544	477974	2136
Lachnoanaerobaculum sp. ICM7	UP000006599	936594	2588
Prevotella oulorum F0390	UP000005141	702438	2483
Streptomyces sp. MBRL 10	UP000053687	1592727	1749
Sporolactobacillus shoreae	UP000298347	1465501	3461
Brachybacterium nesterenkovii	UP000195981	47847	2675
Streptomyces sp. R302	UP000541839	2728844	6962
Flavobacterium macacae	UP000271937	2488993	3009
Modestobacter sp. VKM Ac-2676	UP000093049	1678130	3187
Candidatus Ornithobacterium hominis	UP000262142	2497989	1744
Streptomyces sp. WAC06614	UP000277644	2487416	6875
Bacillus sp. HMF5848	UP000274811	2495421	4048
Limihaloglobus sulfuriphilus	UP000188181	1851148	2870
Fonticella tunisiensis	UP000295325	1096341	2943
Fictibacillus macauensis ZFHKF-1	UP000004080	1196324	3850
Hyphomonas pacifica	UP000027006	1280941	3301
Haloactinospora alba	UP000317422	405555	4398
Flavobacteria bacterium MS024-3C	UP000003631	487797	1382
Pusillimonas soli	UP000580517	659016	3879
Roseomonas bella	UP000245765	2184016	5423
Microbacterium foliorum	UP000033572	104336	3324
Blastococcus sp. CT_GayMR20	UP000297836	2559609	4483
Kineobactrum sediminis	UP000234845	1905677	3544
Candidatus Mycoplasma haemolamae str. Purdue	UP000006502	1212765	923
Sphingomonas changbaiensis NBRC 104936	UP000033202	1219043	3151
Mycoplasma crocodyli MP145	UP000001845	512564	689
Candidatus Marinimicrobia bacterium PRS2	UP000276503	2483458	1209
Sphingomonas sp. Leaf231	UP000051427	1736301	3320
Weeksella virosa DSM 16922	UP000008641	865938	2045
Hyphomonas johnsonii MHS-2	UP000025171	1280950	3447
Neoasaia chiangmaiensis	UP000188604	320497	2999
Alkaliphilus serpentinus	UP000465601	1482731	3076
Oceanicola granulosus HTCC2516	UP000003635	314256	3791
Tenacibaculum sp. MAR_2010_89	UP000198792	1250198	3597
Azotobacter chroococcum NCIMB 8003	UP000068210	1328314	4353
Desulfovibrio litoralis DSM 11393	UP000186469	1121455	2355
Nitrococcus mobilis Nb-231	UP000003374	314278	3484
Motiliproteus coralliicola	UP000253769	2283196	3762
Rhizorhapis suberifaciens	UP000575068	13656	3324
Desulfuribacillus alkaliarsenatis	UP000094296	766136	2879
Methylobacterium frigidaeris	UP000230445	2038277	6432
Rheinheimera salexigens	UP000242258	1628148	3027
Oceanomicrobium pacificus	UP000436016	2692916	3093
Mangrovibacter sp. MFB070	UP000027726	1224318	4781
Micromonospora sp. NRRL B-16802	UP000037709	1415541	5527
Motilibacter rhizosphaerae	UP000293638	598652	3963
Anaerosolibacter carboniphilus	UP000579281	1417629	5119
Clostridiaceae bacterium DONG20-135	UP000434036	2692629	2223
Synechococcus sp. KORDI-100	UP000028591	1280380	3058
Halomonas gudaonensis	UP000198525	376427	3869
Bacillus sp. KQ-3	UP000278746	2483800	3944
Eggerthella sp. YY7918	UP000008929	502558	2674
Chryseobacterium sp. P1-3	UP000028723	1517683	3118
Thiobacillus sp.	UP000510829	924	3064
Bacillus sp. 7504-2	UP000216410	2022547	4463
bacterium A52C2	UP000199647	1855383	4028
Georhizobium profundi	UP000268192	2341112	4118
Streptomyces sparsogenes DSM 40356	UP000186168	1331668	8678
Methylibium petroleiphilum PM1	UP000000366	420662	4359
Mycoplasma sp. CAG:776	UP000018174	1262906	1349
Tsuneonella aeria	UP000439522	1837929	2648
Succinatimonas hippei YIT 12066	UP000018458	762983	2169
Candidimonas nitroreducens	UP000214603	683354	4867
Nocardioides marinus	UP000537326	374514	3820
Flavobacteria bacterium BBFL7	UP000002172	156586	2592
Denitrovibrio acetiphilus DSM 12809	UP000002012	522772	2901
Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	UP000000936	754252	2310
Faecalibacterium sp. CAG:82	UP000018070	1262898	1856
Lactobacillus pasteurii DSM 23907 = CRBIP 24.76	UP000009311	1423790	1825
Caballeronia insecticola	UP000013966	758793	6724
Angustibacter sp. Root456	UP000051170	1736539	3495
Halobacillus karajensis	UP000028868	195088	3959
Pseudogulbenkiania sp. NH8B	UP000001274	748280	3958
Onion yellows phytoplasma OY-M	UP000002523	262768	730
Deinococcus proteolyticus MRP	UP000007718	693977	2652
Candidatus Riesia sp. GBBU	UP000242633	1719125	402
Clostridium sp. 'deep sea'	UP000594441	2779445	3426
Anoxybacillus vitaminiphilus	UP000248555	581036	3513
Roseibium sp. TrichSKD4	UP000005735	744980	5884
Actinomyces denticolens	UP000184390	52767	2279
Bifidobacterium samirii	UP000287470	2306974	1965
Pseudomonas putida	UP000032298	303	5175
Tropheryma whipplei str. Twist	UP000002200	203267	805
Marinobacter daqiaonensis	UP000198644	650891	3504
Deinococcus soli (ex Cha et al. 2016)	UP000034024	1309411	2935
Paenibacillus sp. MY03	UP000195591	302980	7078
Acetivibrio saccincola	UP000233534	1677857	3020
Pseudoalteromonas ulvae	UP000194841	107327	3964
Facklamia sp. 252	UP000483027	2678501	1842
Diaminobutyricimonas aerilata	UP000228758	1162967	3263
Nannocystis exedens	UP000199400	54	9143
Micromonospora inositola	UP000198221	47865	6104
Bdellovibrio sp. SKB1291214	UP000197566	1732569	3588
Mesonia sp. HuA40	UP000321259	2602761	2381
Microcystis aeruginosa NIES-843	UP000001510	449447	5981
Alistipes finegoldii CAG:68	UP000018154	1263035	2386
bacterium G20	UP000195536	1932699	493
Trueperella bernardiae	UP000054404	59561	1762
Catenulispora acidiphila DSM 44928	UP000000851	479433	8909
Nocardia ignorata	UP000295087	145285	6616
Thermoleophilum album	UP000222056	29539	2060
Acinetobacter nectaris CIP 110549	UP000023785	1392540	2541
Luteimonas sp. SJ-92	UP000578091	2752307	3913
Sphingobacterium paucimobilis HER1398	UP000016584	1346330	4220
Rheinheimera sp. SA_1	UP000092258	1827365	4186
Thermasporomyces composti	UP000256485	696763	3739
Liquorilactobacillus capillatus DSM 19910	UP000051621	1423731	2051
Pseudomonas sp. LPB0260	UP000509181	2614442	2912
Sporosarcina pasteurii	UP000254519	1474	3142
Cupriavidus metallidurans CH34	UP000002429	266264	6364
Nocardioides currus	UP000244867	2133958	4242
Streptomyces carminius	UP000230407	2665496	5703
Limnohabitans sp. 2KL-17	UP000251446	1100704	3184
Syntrophotalea acetylenivorans	UP000182517	1842532	2762
Altererythrobacter spongiae	UP000284395	2320269	3349
Rubripirellula obstinata	UP000322699	406547	5669
Komagataeibacter medellinensis NBRC 3288	UP000009044	634177	3116
Azoarcus sp. KH32C	UP000007106	748247	5176
Gemmobacter aestuarii	UP000309450	1445661	3480
Pseudomonas mangrovi	UP000244064	2161748	3682
Trinickia dabaoshanensis	UP000235616	564714	6323
Bifidobacterium longum NCC2705	UP000000439	206672	1725
Candidatus Hydrogenedentes bacterium	UP000582321	2030809	2623
Desulfovibrio magneticus RS-1	UP000009071	573370	4663
Lysobacter tolerans	UP000241788	1604334	2386
Butyrivibrio sp. YAB3001	UP000198944	1520812	4055
Tractidigestivibacter scatoligenes	UP000054078	1299998	2032
Ruminococcaceae bacterium KH2T8	UP000198503	1855400	2593
Xinfangfangia humi	UP000277498	2483812	4199
Defluviitoga tunisiensis	UP000032809	1006576	1811
Phenylobacterium parvum	UP000247763	2201350	2596
Candidatus Synechococcus spongiarum LMB bulk15M	UP000242636	1943582	1414
Alteromonadales bacterium alter-6D02	UP000233605	2058087	3415
Rubidibacter lacunae KORDI 51-2	UP000016960	582515	3455
Nocardioides sp. Root122	UP000051395	1736431	4143
Desulfuromonas acetoxidans DSM 684	UP000005695	281689	3204
Thermobaculum terrenum ATCC BAA-798	UP000000323	525904	2827
Flavobacterium sp. LLJ-11	UP000290283	2506422	2377
Sphingosinicella flava	UP000594873	2771430	2387
Cytophagaceae bacterium	UP000292505	2026729	1132
Sinimarinibacterium flocculans	UP000248330	985250	4018
Azospirillum baldaniorum	UP000007319	1064539	7541
Labrenzia sp. VG12	UP000214862	2021862	5332
Acidocella aromatica	UP000553706	1303579	2779
Nocardia sp. SYP-A9097	UP000429627	2663237	7799
Oceanospirillales bacterium LUC14_002_19_P2	UP000192421	1940822	2898
Adhaeribacter pallidiroseus	UP000253919	2072847	5268
Hymenobacter sp. BRD67	UP000501630	2675877	3905
Sphingorhabdus sp. SMR4y	UP000198359	2584094	3323
Marinomonas sp. S3726	UP000033747	579484	4618
Panacibacter ginsenosidivorans	UP000321533	1813871	4562
Selenomonas sp. mPRGC5	UP000323646	2593411	2656
Rhodococcus coprophilus	UP000249091	38310	4163
Leptotrichia buccalis C-1013-b	UP000001910	523794	2218
Clostridium sp. CAG:413	UP000018076	1262803	2197
Longibacter salinarum	UP000220102	1850348	3409
Dinoroseobacter shibae DFL 12 = DSM 16493	UP000006833	398580	4086
Corynebacterium marinum DSM 44953	UP000031928	1224162	2547
Vibrio mangrovi	UP000196125	474394	4312
Arthrobacter sp. SW1	UP000176251	1920889	3661
Streptomonospora nanhaiensis	UP000575985	1323731	5553
Ginsengibacter hankyongi	UP000326903	2607284	4476
Roseobacter denitrificans OCh 114	UP000007029	375451	4118
Pseudomonas sp. PGPPP3	UP000243109	2015555	3785
Cyanobacteria bacterium PMG_012	UP000292185	2773170	157
Muribaculaceae bacterium Isolate-002 (NCI)	UP000290632	2489215	2861
Kaustia mangrovi	UP000593594	2593653	4199
Flavobacteriaceae bacterium PLHSN227	UP000317169	2576776	2578
Sphingomonas sp. YZ-8	UP000276254	2319844	3584
Massilia sp. K1S02-61	UP000284006	2320864	4570
Streptomyces sp. F-3	UP000078145	1840095	6040
Candidatus Moranella endobia PCIT	UP000000504	903503	405
Tessaracoccus flavus	UP000188324	1610493	2784
Rhabdobacter roseus	UP000557307	1655419	5783
Porphyromonadaceae bacterium COT-184 OH4590	UP000030107	1517682	1856
Pseudomonas syringae pv. tomato str. DC3000	UP000002515	223283	5431
Streptomyces rubellomurinus	UP000033699	359131	6267
bacterium A37T11	UP000199094	1855384	4337
